"FOODID","FOODNAME","CALORIES","CARBS","PROTEIN","FAT"
"34563","BUN, CINNAMON BUN, HIGH-FAT, WHOLE MILK, BUTTER","334.37","46.8","7.7","12.3"
"34564","OVEN-BAKED PANCAKE, �LAND'S PANCAKE, LOW-FAT MILK","139.58","15.4","6.3","5.7"
"34565","SWEET POTATO AND FETA SALAD, OIL-BASED DRESSING","116.4","11","4.2","5.5"
"34566","SALAD, COLESLAW, HOME-MADE","100.38","4.8","1.3","8"
"34567","STUFFED CABBAGE ROLLS, SOYA MINCE","76.24","8.8","3.7","2.3"
"34568","ELK STEW WITH CARROT, ONION AND CHAMPIGNON","97.04","1.4","14.7","2.9"
"34569","MUSHROOM STEW WITH COOKING CREAM","121.65","2.8","2.7","10.3"
"34570","BEETROOT GRAVY, CREAM CHEESE","100.14","6","1.9","7.1"
"34571","SALMON CAKE, FRIED","233.99","7.2","15.3","15.8"
"34572","BEETROOT CHEVRE PIE, SHORTCRUST PASTRY","263.62","13.6","8.8","19.1"
"34573","CHOCOLATE CHIP COOKIE, HOME-MADE","479.21","49.3","5.6","28.4"
"34574","OAT BISCUIT, HOME-MADE","442.88","59.9","5.4","19.7"
"34575","VORSCHMACK, LAMB MINCE, BEEF MINCE","248.33","1.9","17.1","19.3"
"34576","SWEET POTATO CHICK PEA CURRY","132.17","14.2","3","6.4"
"34577","CHICKEN PIE, SHORTCRUST PASTRY","268.64","12.9","11.9","18.7"
"34578","CHICKEN STEW, CHICKEN BURGUNDY","114.48","1.9","12","5.5"
"34579","BEEF ROUND, FRIED WITHOUT FAT","161.57","0","30.8","4.1"
"34580","VEGETARIAN GOULASH","40.39","3.2","0.7","2.4"
"34581","BEAN SOUP, TOMATO","46.37","5.8","2.1","1"
"34582","ASPARAGUS SOUP, WHITE WINE, CREAM","52.1","2.8","1.3","3.3"
"34583","FUNNEL CHANTERELLE SOUP, CREAM","97.99","2.8","2","8.1"
"34584","BEETROOT FETA CHEESE OMELETTE, OVEN-BAKED","155.59","3.6","9.6","11.1"
"34585","SKYR, <0.5% FAT","65.49","3.7","10.6","0.4"
"34586","SKYR, SWEETENED WITH SUGAR, <0.5% FAT","92.5","11.4","10","0.3"
"34587","SKYR, ARTIFICIALLY SWEETENED, <0.5% FAT","64.77","4.4","9.8","0.4"
"34588","SKYR, ARTIFICIALLY SWEETENED, 2% FAT","78.87","4.3","9.8","2"
"34589","SKYR, SWEETENED WITH SUGAR AND STEVIA, <0.5% FAT","78.63","8.7","9.2","0.3"
"34590","QUARK, QUARK YOGHURT, PLAIN, 0.9% FAT","58.08","3.4","8.2","0.9"
"34591","CREAM QUARK, 10% FAT","134.8","3","7.8","10"
"34592","QUARK, 2,3% FAT, LOW-LACTOSE","73.61","3.1","9.4","2.3"
"34593","SKYR, PLAIN, 4% FAT","94.89","3.6","10.1","4"
"34594","QUARK, FLAVOURED, 8.8% FAT, MINT CHOCOLATE, VALIO, LACTOSE-FREE","172.8","15.4","7.3","8.8"
"34595","QUARK, FLAVOURED, 7% FAT, LOW-LACTOSE","153.2","14.5","7.2","7"
"34596","QUARK, FLAVOURED, PROFEEL PROTEIN QUARK WITH JAM, LACTOSE-FREE","77.44","9","8.3","0.4"
"34597","QUARK, FLAVOURED, PROFEEL PROTEIN QUARK, ARTIFICIALLY SWEETENED, LACTOSE-FREE","72.66","5.1","11.1","0.4"
"34598","QUARK, DRINKABLE","48.52","3.8","7.1","0.3"
"34600","QUARK, FLAVOURED, 4.5% FAT","119.74","13.2","6.2","4.5"
"34601","QUARK, FLAVOURED, ARLA PROTEIN QUARK, LACTOSE-FREE","78.15","7.6","9.9","0.4"
"34602","QUARK, 0.3% FAT, 12% PROTEIN, LACTOSE-FREE","72.66","4.1","12.1","0.4"
"34603","YOGHURT, FLAVOURED, 4,6% FAT, VALIO SILE�, 1 UG VITAMIN D, LOW-LACTOSE","94.65","9.7","3.2","4.7"
"34605","(ARC) YOGHURT, FLAVOURED, VALIO A+ KREIKKALAINEN, 2% FAT, LACTOSE-FREE","77.92","7.6","6.9","2"
"34606","YOGHURT, DRINKABLE, 1.7% FAT, VALIO PLAY, LACTOSE-FREE, 1.5 UG VITAMIN D","74.33","11.5","2.9","1.7"
"34607","YOGHURT WITH QUARK, FLAVOURED, VALIO, 1.7% FAT, LOW-LACTOSE","82.22","10.3","5.2","1.7"
"34608","(ARC)YOGHURT, DRINKABLE, VALIO YOGHURT WITH QUARK, 1.2% FAT, 1 UG VITAMIN D","69.55","9.7","4.5","1.2"
"34609","(ARC)YOGHURT, FLAVOURED, VALIO OLO 70, 0.8% FAT, 1 UG VITAMIN D, PROBIOTICS","69.55","10","3.5","0.8"
"34611","YOGHURT, PLAIN, GREEK, 7% FAT, LACTOSE-FREE","107.07","2.9","8.1","7"
"34612","GEFILUS DRINK, EFFECT DRINK, FAT-FREE, LACTOSE-FREE, VITAMIN D, PROBIOTICS","53.78","9.1","3.1","0.4"
"34613","YOGHURT, DRINKABLE, GEFILUS SMOOTHIE, 1.4% FAT, LACTOSE-FREE, 1 UG VITAMIN D","64.77","10.1","2.5","1.4"
"34614","GEFILUS KEFIR DRINK, 2% FAT, LACTOSE-FREE, 1 UG VITAMIN D, PROBIOTICS","65.25","8","3.3","2.1"
"34615","GEFILUS KEFIR DRINK, PLAIN, FAT 2.5%, 1 UG VITAMIN D, LACTOSE-FREE, PROBIOTICS","56.88","4.5","3.9","2.5"
"34616","YOGHURT, FLAVOURED, 2.7% FAT, GEFILUS KEFIR, LACTOSE-FREE,1 UG VITAMIN D, PROB.","69.31","7.8","3.2","2.7"
"34618","YOGHURT, DRINKABLE, 2% FAT, VALIO GREEK, LACTOSE-FREE, 1 UG VITAMIN D","78.87","12.1","2.7","2"
"34619","YOGHURT, FLAVOURED, VALIO GREEK, 4.7% FAT, LACTOSE-FREE","119.74","13.4","5.4","4.7"
"34620","YOGHURT, FLAVOURED, VALIO GREEK, 6% FAT, LACTOSE-FREE","129.78","13.2","5.4","6"
"34621","YOGHURT, FLAVOURED, 3.3% FAT, VALIO FRUITY, LACTOSE-FREE","98.47","14","2.3","3.3"
"34625","YOGHURT, FLAVOURED, 2% FAT, -30% SUGAR, ORGANIC, LACTOSE-FREE","76.24","10.5","3.4","2.1"
"34626","YOGHURT, FLAVOURED, 2% FAT, -50% SUGAR, ORGANIC, LACTOSE-FREE","70.51","9.1","3.5","2.1"
"34630","YOGHURT, PLAIN, A+, FAT 2.5%, LACTOSE-FREE, 1 UG VITAMIN D","59.99","5","4.2","2.5"
"34631","YOGHURT, FLAVOURED, A+ WITHOUT ADDITIVES, 3% FAT, LACTOSE-FREE","82.46","10.1","3.2","3"
"34634","YOGHURT, PLAIN, A+ GREEK, 2 % FAT, LACTOSE-FREE, 0.8 UG VITAMIN D","58.08","4","5.8","2"
"34635","YOGHURT, TURKISH/GREEK, 10% FAT, LACTOSE-FREE","121.65","4.6","3.4","10"
"34636","YOGHURT, PLAIN, 2,5 % FAT, ORGANIC, LACTOSE-FREE","60.23","5","4.2","2.5"
"34637","YOGHURT WITH QUARK, FLAVOURED, ARLA, 1.4% FAT, 0,4 UG VITAMIN D, LACTOSE-FREE","82.93","11.9","5","1.4"
"34638","YOGHURT, PLAIN, ORGANIC, 3% FAT","62.86","4.8","4","3"
"34639","YOGHURT, FLAVOURED, 2% FAT, ARLA LUONTO+ HONEY, 1UG VITAMIN D, PROB,LACTOSE-FREE","66.2","8","3.8","2"
"34640","YOGHURT, FLAVOURED, 2% FAT, ARLA LUONTO+, 1 UG VITAMIN D, AB, LACTOSE-FREE","73.85","9.6","3.9","2.1"
"34641","YOGHURT, FLAVOURED, 1,9% FAT, ARLA LUONTO+, 0,8UG VITAMIN D, PROB., LACTOSE-FREE","72.66","9.5","3.8","2"
"34642","YOGHURT WITH QUARK, FLAVOURED, LUONTO+, 1.2% FAT, AB, 0,5 UG VIT D, LACTOSE-FREE","76","9.1","6.2","1.3"
"34643","(ARC)YOGHURT WITH QUARK, PLAIN, ARLA LUONTO+, 1.4% FAT, VIT D, AB, LACTOSE-FREE","62.38","4.9","6.9","1.4"
"34644","YOGHURT, FLAVOURED, LUONTO+, FAT-FREE, 1 UG VITAMIN D, AB, LACTOSE-FREE","59.03","9.6","4.2","0.2"
"34645","YOGHURT, FLAVOURED, FAT-FREE, LOW-LACTOSE","64.05","11.4","3.9","0.1"
"34646","YOGHURT, FLAVOURED, ARLA PROTEIN, 1% FAT, LACTOSE-FREE","74.09","7.6","8","1"
"34647","(ARC)YOGHURT, PLAIN, ARLA PROTEIN, 1% FAT, LACTOSE-FREE","64.77","4.6","8.7","1"
"34648","YOGHURT, FLAVOURED, ARLA PROTEIN  WITH GRANOLA, 4% FAT, LACTOSE-FREE","112.81","8.7","9.3","4.1"
"34649","QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED, LACTOSE-FREE","65.01","4.8","9.2","0.4"
"34650","YOGHURT, DRINKABLE, FAT-FREE, ARTIFICIALLY SWEETENED","28.2","3.7","2.5","0.1"
"34651","EGG, WITHOUT SHELL, ORGANIC","140.54","0.3","12.8","9.9"
"34652","YOGHURT, FLAVOURED, ACTIVIA LIGHT, FAT-FREE, PARTIALLY ARTIFIC. SWEETENED, PROB.","61.66","9.3","4.8","0.3"
"34653","YOGHURT, DRINKABLE, DANUP DRINK, 0.8% FAT","64.05","12.1","1.7","0.8"
"34654","QUARK, FLAVOURED, 4% FAT","131.45","15.7","7.2","4"
"34655","QUARK, FLAVOURED, FAT-FREE, PROTEIN QUARK, LOW-LACTOSE","84.37","9.4","10","0.4"
"34656","YOGHURT, PLAIN, 4% FAT, LACTOSE-FREE, PROBIOTICS","67.88","4.4","3","4.2"
"34657","YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE","84.37","13.6","2.6","2"
"34658","YOGHURT, FLAVOURED, 3.5% FAT, PROBIOTICS","95.6","13","2.6","3.5"
"34659","YOGHURT, FLAVOURED, 2% FAT, AB, LOW-LACTOSE","82.22","13","2.7","2"
"34661","EGG, ORGANIC, BOILED","167.3","0.4","15.3","11.7"
"34662","EGG, ORGANIC, FRIED","223.47","0.4","14.6","18.4"
"34664","YOGHURT SAUCE","124.04","11.1","2.9","7.4"
"34665","VEGETABLE GRAVY, VEGETABLE CURRY, COCONUT MILK, LINS","109.23","6.6","2.8","7.6"
"34666","HUMMUS, CHICK PEA PASTE","160.37","11.5","6","9.1"
"34667","PEANUT BUTTER WITHOUT ADDED SALT","551.39","12.5","25.6","43"
"34668","SEED BLEND","613.77","3","27.9","53.9"
"34669","RUSSIAN FISH SOUP, SOLYANKA, SALMON","75.76","2.6","6.1","4.5"
"34671","MULTIGRAIN BREAD, SEED BREAD, STONE AGE BREAD","539.91","4","19.9","48.4"
"34672","SWEET POTATO FRIES, OVEN-BAKED","155.35","20.9","2","6.3"
"34673","MACARONI AND PORK BEEF MINCE CASSEROLE, FAT-FREE MILK","117.59","8.9","7.4","5.7"
"34674","MACARONI AND BEEF STEAK MINCE CASSEROLE, FAT-FREE MILK","97.99","9","8.1","3.1"
"34678","VEGETABLES, BAKED, SALT AND OIL","56.64","4.6","1","3.4"
"34679","YOGHURT, FLAVOURED, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D","58.08","9.8","3.9","0.1"
"34680","PASSION FRUIT","87.95","13","2.2","0.7"
"34681","PEANUT BUTTER WITH ADDED SALT AND SUGAR","583.17","11.3","22.5","48.8"
"34682","CABBAGE STEW WITH BEEF MINCE AND CARROT","81.5","3.3","5.1","5"
"34683","CABBAGE STEW WITH BEEF STEAK MINCE AND CARROT","66.68","3.3","5.5","3.1"
"34684","OAT PORRIDGE, OAT FLAKES, FAT-FREE MILK, WITHOUT SALT","89.63","13.7","4.9","1.2"
"34685","TOMATO, GRILLED","32.5","4.9","0.8","0.4"
"34686","OAT PORRIDGE, OAT FLAKES, SEEDS, WATER, SALT","50.43","6.9","1.9","1.4"
"34687","MULTIGRAIN PORRIDGE, SEEDS, WATER, SALT","47.08","6.6","1.6","1.3"
"34688","COCONUT WATER, UNSWEETENED","16.73","3.9","0.2","0"
"34689","SWEET POTATO FRIES, DEEP-FRIED","163.48","18.6","1.7","8.4"
"34690","RAW PORRIDGE, BUCKWHEAT, YOGHURT","116.4","8.3","5.6","6.5"
"34691","EGG WHITE, BOILED","54.49","0.5","12.9","0"
"34692","EGG, OMEGA, BOILED","163.96","0.4","15","11.5"
"34693","EGG, OMEGA, FRIED, WITHOUT FAT AND SALT","172.08","0.4","15.7","12.1"
"34694","PAPAYA, WITHOUT SKIN","39.2","7.8","0.5","0.3"
"34695","BACON SALAD WITH EGG AND BEANS, WITHOUT DRESSING","96.32","2.4","5.6","6.8"
"34696","SAUSAGE SALAD, CHORIZO, POTATO, OIL-BASED DRESSING","106.36","7.6","3.6","6.5"
"34697","CHORIZO, FRIED WITHOUT FAT","296.13","1.4","21.4","22.9"
"34698","SANDWICH, BAGUETTE, HAM, CHEESE, SWEET PEPPER, LETTUCE","246.18","23.6","11.9","11.1"
"34699","CAESAR SALAD WITH SHRIMPS","202.68","8.3","8.6","15"
"34700","SALAD DRESSING, CAESAR DRESSING","592.97","1.8","5.5","63.6"
"34701","CROUTON","354.92","48.1","7.8","14"
"34702","CAESAR SALAD","243.07","10.9","6.2","19.4"
"34703","LOW-FAT PORK BEEF MINCE SOUP","50.67","3.8","4.1","1.9"
"34704","COCOA, HOT CHOCOLATE, LOW-FAT MILK AND WATER, SWEETENED","37.05","5.1","1.8","1"
"34705","APPLE PIE, SOFT, LOW-FAT MILK","224.67","33.2","4.3","7.9"
"34706","CHICKEN STEW WITH TOMATO","50.67","2.4","5.9","1.6"
"34707","CHICKEN SOUP WITH TOMATO","52.82","3.9","5.1","1.6"
"34708","BOLOGNESE, MINCED LAMB","140.06","2.3","10.4","9.7"
"34709","BEEF NOODLE WOK, WOK-VEGETABLES","154.64","12.1","10.2","6.9"
"34710","SHORTBREAD BISCUT, SPOON COOKIE WITHOUT FILLING","490.44","54.8","5.3","27.5"
"34711","SHORTBREAD BISCUT, SPOON COOKIE","416.35","53.6","4","20.3"
"34712","DANISH PASTRY, JAM FILLING, WATER, BAKERY","362.57","37.9","5.7","20.6"
"34713","MACARONI, DARK, WHOLE WHEAT AND DARK WHEAT FLOUR","302.58","54.3","11.4","2.2"
"34714","MACARONI, WHOLE WHEAT, BOILED, SALT","89.39","16","3.4","0.6"
"34715","MACARONI, WHOLE WHEAT, BOILED WITHOUT SALT","90.82","16.3","3.4","0.6"
"34716","MILK, 3% FAT, LACTOSE-FREE, NO ADDED VITAMIN D","59.75","4.8","3.2","3"
"34717","SANDWICH, BAGUETTE, COLD SMOKED SALMON, EGG, LETTUCE","238.29","18.8","11.8","12.2"
"34718","SANDWICH, BAGUETTE, CHICKEN AND CAESAR DRESSING","221.56","19.4","9.7","11.4"
"34723","SANDWICH, BAGUETTE, ROAST BEEF, MULTIGRAIN BAGUETTE","232.31","19.4","14.6","9.8"
"34724","MULTIGRAIN BREAD, ROOT VEGETABLE BREAD, PARSNIP AND CARROT, FAZER","283.22","41.9","11.5","5.5"
"34726","MULTIGRAIN BREAD, ROOT VEGETABLE BREAD, BEETROOT AND CARROT, FAZER","275.81","41.4","11.4","5"
"34727","RYE BREAD, ROOT VEGETABLE BREAD, WHOLEGRAIN RYE, ZUCCHINI AND PARSNIP, FAZER","250.96","38","13.1","1.8"
"34728","RYE BREAD, LOW-FODMAP RYE BREAD, FAZER","268.16","39","10.4","5.9"
"34738","ALMOND DRINK, UNSWEETENED, ALRPO","11.95","0.1","0.5","1"
"34743","BEAN, BROAD BEAN, FAVA BEAN, DRY, BROAD BEAN GROATS","330.78","42.2","28.5","1.9"
"34752","CREAM CHEESE, MASCARPONE, 38% FAT","368.31","2.8","5","38"
"34762","CREAM CHEESE, LOW-FAT, 15% FAT, PLAIN, LACTOSE-FREE","177.82","2.8","8.1","15.1"
"34764","CREAM CHEESE, LOW-FAT, 25% FAT, PLAIN, LACTOSE-FREE","258.37","2.7","6.3","25"
"34765","CREAM CHEESE, LOW-FAT, 20% FAT, PLAIN","210.56","3.7","4.1","20"
"34783","COCOA, HOT CHOCOLATE, SUGAR-FREE, WATER","13.38","0.4","0.7","0.8"
"34786","YOGHURT, DRINKABLE, BENECOL AURINKOINEN, 2,1% FAT, PLANT STANOLS","59.03","7","2.8","2.1"
"34790","YOGHURT, DRINKABLE, BENECOL, 2,1% FAT, PLANT STANOLS","57.6","6.6","2.7","2.1"
"34794","SOY PRODUCT, DRINKABLE, BENECOL, 2.9% FAT, WITH PLANT STANOL","48.04","3.8","1.4","2.9"
"34797","SALTY LIQOURICE PASTILLE, UNSWEETENED","190.97","0","0.1","0.2"
"34802","SWEETENER, HERMESETAS GOLD, SACCHARIN, ASPARTAME AND CYCLAMATE BLEND","255.98","0","63","0"
"34805","SWEETENER, HERMESETAS LIQUID, SACCHARIN AND CYCLAMATE BLEND","0","0","0","0"
"34807","SALAD, CUCUMBER SLICES WITH DILL AND VINEGAR","29.16","5.4","0.8","0.1"
"34810","PORK BEEF MINCE GRAVY, COOKING CREAM","255.98","2","12.1","21.8"
"34822","RYE BREAD, REISSUMIES, TOSI TUMMA, OULULAINEN, FAZER","241.4","37.6","11","3"
"34826","BREAKFAST CEREAL, CHEERIOS, OAT, NESTLE","385.04","66.6","10.9","6.3"
"34831","CHOCOLATE CONFECTION FILLED WITH CHOCOLATE","427.1","53.6","5.8","20.6"
"34833","RYE BREAD, TAIKARUIS CARROT ANR RYE, VAASAN","267.45","38.8","10.9","5.6"
"34835","LINGONBERRY JUICE, UNSWEETENED","50.91","8.9","0.5","0.7"
"34839","SOYA DRINK, APLRO SOYA VANILLA, CALCIUM, VITAMINS","54.73","6.5","3.1","1.7"
"34841","CHEESE, SEMI-HARD CHEESE, 15% FAT, LOW-SODIUM, VALIO POLAR","259.56","0","30","15"
"34842","MULTIGRAIN BREAD, WHEAT ROLL WITH BROAD BEAN FLOUR, PRIMULA","283.46","45","11","5.1"
"34844","ALMOND DRINK, SWEETENED, ALRPO","23.9","3","0.5","1"
"34845","COCONUT DRINK, ADDED VITAMINS","21.51","2.6","0.3","1.1"
"34846","HAZELNUT DRINK, ADDED VITAMINS","28.2","3.1","0.4","1.5"
"34847","CHIA SEED","459.37","0.2","22.9","33.9"
"34848","EUROPEAN SPRAT","151.53","0","17.6","9.1"
"34849","FISH PIE, COLD SMOKED SALMON, SHORTCRUST PASTRY","249.28","12.3","10.9","16.9"
"34850","FISH PIE, WARM SMOKED SALMON AND BROCCOLI, SHORTCRUST PASTRY","242.83","14.1","8.8","16.2"
"34851","BARBEQUE SAUSAGE, BRATWURST, FRIED WITHOUT FAT","345.12","0","15.3","32"
"34852","BARBEQUE SAUSAGE, BRATWURST, FRIED","368.07","0","14.5","34.9"
"34853","BARBEQUE SAUSAGE, MEATY, FRIED","327.68","0.9","15","29.8"
"34854","BARBEQUE SAUSAGE, MEATY, FRIED WITHOUT FAT","302.58","0.9","15.8","26.6"
"34855","BARBEQUE SAUSAGE, LIGHT, FRIED","230.88","4.9","13.4","16.1"
"34856","BARBEQUE SAUSAGE, LIGHT, FRIED WITHOUT FAT","200.76","5.2","14.1","12.2"
"34857","BARBEQUE SAUSAGE WITH CHEESE, FRIED","307.36","9.8","11.5","22.7"
"34858","BARBEQUE SAUSAGE WITH CHEESE, FRIED WITHOUT FAT","281.31","10.3","12.1","19.2"
"34859","BARBEQUE SAUSAGE WITH CHEESE, OVEN BAKED","271.51","9.9","11.7","18.5"
"34862","MILK, 0% FAT, VALIO PROFEEL VOIMAMAITOJUOMA, 1 UG ADDED VITAMIN D, LACTOSE-FREE","34.42","3.1","5","0.1"
"34865","HERB, FRESH, AVERAGE","26.05","0.9","2.7","0.5"
"34870","SAUSAGE HASH, LIGHT FRANKFURTERS, POTATO, WITHOUT EGG","138.38","10.3","5.6","7.6"
"34871","BEEF AND TOFU NOODLE WOK, WOK-VEGETABLES","141.73","11.9","7.5","6.7"
"34872","NUT MIX, WITHOUT SALT, ROASTED","634.56","7.6","16.5","58.8"
"34876","OAT DRINK WITHOUT MILK, OATLY IKAFFE, CALCIUM, VITAMINS","60.23","6","1.4","3.2"
"34881","MUESLI WITH DRIED FRUIT AND NUTS","375.72","53.4","9.1","11.4"
"34886","OAT PORRIDGE, OAT FLAKES, FAT-FREE MILK AND WATER, WITHOUT SALT","76.24","11.8","3.6","1.2"
"34887","OAT PORRIDGE, OAT FLAKES, LOW-FAT MILK AND WATER, WITHOUT SALT","81.98","11.7","3.6","1.9"
"34888","OAT PORRIDGE, OAT FLAKES, LOW-FAT MILK AND WATER, SALT","81.5","11.6","3.6","1.9"
"34889","OAT PORRIDGE, OAT FLAKES, FAT-FREE MILK AND WATER, SALT","75.76","11.7","3.6","1.2"
"34893","H�RKIS, BROAD BEAN PRODUCT","209.61","13.1","17","9"
"34898","MUESLI, CRUNCHY, BROAD BEAN GRANOLA","408.7","50.1","20","11.9"
"34902","MIFU, LACTOSE-FREE MILK PROTEIN PRODUCT","93.93","2.4","13.9","3.1"
"34903","PELMENI, DUMPLING FILLED WITH MINCED MEAT","291.35","21.6","15.6","15.6"
"34904","KAMPANISU, FINNISH PASTRY","380.74","46.8","6.5","18.1"
"34905","RICE AND BARLEY MIX","344.41","71.1","8.2","1.5"
"34906","RICE AND BARLEY MIX, BOILED, SALT","73.37","15.1","1.8","0.3"
"34907","RICE AND RYE MIX","341.78","65.5","8.4","2.6"
"34908","RICE AND RYE MIX, BOILED, SALT","95.36","18.3","2.4","0.7"
"34909","PULLED OATS","200.76","8.1","30","4.4"
"34914","BLENDED SPREAD 60%, BENECOL VOI & RYPSI","535.61","0.7","0.5","60"
"34918","BLENDED SPREAD 70%, BECEL VOI & KASVI�LJYT","620.94","0.5","0.4","69.8"
"34924","BLENDED SPREAD 70%, FLORA & VOI, NORMALLY SALTED","627.63","0.5","0.5","70.5"
"34927","VEGETABLE FAT SPREAD 39 %, L�TTA ORIGINAL","351.82","1.5","0.2","39"
"34929","JUICE DRINK WITH MILK, FAT-FREE, GEFILUS, VITAMINS, PROBIOTICS, LACTOSE-FREE","43.26","9.6","0.8","0.1"
"34932","BLENDED SPREAD 70%, CREME BONJOUR VOI & RYPSI�LJY, NORMALLY SALTED","627.63","0.5","0.5","70.5"
"34942","VEGETABLE FAT SPREAD 75 %, KEIJU RYPSI","669.69","0.7","0.4","75.2"
"34944","VEGETABLE FAT SPREAD 55 %, KEIJU RYPSI","486.38","0","0","55"
"34948","MARGARINE 60%, KEIJU ALENTAJA","530.59","0","0","60"
"34951","OAT AND RYE PORRIDGE, WATER, SALT","42.54","7","1.5","0.6"
"34952","BARBEQUE SAUSAGE WITH CHEESE, GRILLED","250.96","9.2","10.8","17.1"
"34953","COCOA, HOT CHOCOLATE, WHOLE MILK, SWEETENED","84.85","8.1","3.6","4.2"
"34954","MACARONI AND BEEF STEAK MINCE CASSEROLE, FAT-FREE MILK, WHOLE WHEAT MACARONI","100.62","9.1","8.2","3.2"
"34955","MACARONI AND PORK BEEF MINCE CASSEROLE, FAT-FREE MILK, WHOLE WHEAT MACARONI","120.46","9","7.5","5.9"
"34956","MACARONI AND BEEF MINCE CASSEROLE, FAT-FREE MILK, WHOLE WHEAT MACARONI","112.57","9","7.8","4.8"
"34957","LAMB STEW, MEAT BOUILLON, CARROTS, OIL","136.23","2.7","7.9","10.4"
"34958","VEGETABLE AND BEEF STEW WITH POTATO","79.11","5.8","9.5","1.7"
"34959","VEGETABLE AND LAMB STEW WITH POTATO","127.39","5.8","7.5","8.1"
"34960","MOUSSAKA, BEEF MINCE","96.08","7.6","4.4","4.9"
"34961","MOUSSAKA, BEEF STEAK MINCE","90.34","7.6","4.6","4.2"
"34962","MOUSSAKA, LAMB MINCE","93.93","7.6","4.3","4.8"
"34963","CABBAGE STEW WITH RICE AND BEEF STEAK MINCE","79.59","6.1","5.4","3.4"
"34964","BLENDED SPREAD 75%, INGMARIINI, NORMALLY SALTED, LACTOSE-FREE","663","0.6","0.3","75"
"34965","MACARONI AND CHICKEN MINCE CASSEROLE, WHOLE WHEAT MACARONI AND FAT-FREE MILK","103.01","7.8","9.5","3.5"
"34966","BLENDED SPREAD 72%, OIVARIINI, NORMALLY SALTED, LOW-LACTOSE, SOFT","640.77","0.7","0.3","72"
"34970","(ARC)BLEND 40%, VALIO BETTER RAHKARIINI, LOW-LACTOSE","384.32","3.3","3.6","40"
"34971","OAT, COARSE-GROUND OAT, KAURAKUITUNEN","256.93","16.1","7.2","3.3"
"34972","OLIVE, AVERAGE, WITHOUT STONE, IN BRINE, GREEN","146.03","0","1","15.3"
"34974","SOY PRODUCT, ALPRO GO ON, SOURED, PLAIN, FAT 3.6%","68.12","2.5","6.2","3.4"
"34975","SOY PRODUCT, ALPRO GO ON, SOURED, FLAVOURED, FAT 2,9%","85.09","9.1","5","2.9"
"34976","DOUGHNUT WITH JAM, BAKERY","289.67","44.5","5","9.6"
"34977","HAM PASTA","117.11","11.6","6.2","4.6"
"34978","PAPADUM, THIN INDIAN CRISPBREAD","325.53","28.2","14.7","16.5"
"34979","MULTIGRAIN BREAD, FLATBREAD, BARLEY, HOME-MADE","181.88","35.8","4.6","1.1"
"34980","CHEESE, POLAR, 20% FAT","304.97","0","30.3","20.1"
"34981","SALMON BURGER","266.01","14.4","10.3","19.1"
"34982","HAMBURGER, BACONBURGER","208.89","13.2","10.7","12.9"
"34983","WHEY PROTEIN CONCENTRATE","394.36","9","75","6"
"34984","CHOCOLATE MILK, COLD, VALIO PLAY, LACTOSE-FREE","61.66","9.5","3.2","1"
"34985","COFFEE DRINK, COLD, COFFEE WITH MILK, VITAMIN D, LACTOSE-FREE","54.73","8","3.1","1"
"34986","COFFEE BEVERAGE, ICED COFFEE, 1.8% FAT, LACTOSE-FREE","62.62","8.4","2.9","1.8"
"34988","MINERAL WATER WITH JUICE","16.01","3.8","0","0"
"34989","VITAMIN WATER, VITAMIN WELL, SWEETENED WITH FRUCTOSE","16.97","4.2","0","0"
"34990","MEAL REPLACEMENT, WHEY PROTEIN POWDER, 74% PROTEIN","390.54","8.9","74.3","5.9"
"34991","MEAL REPLACEMENT, WHEY PROTEIN POWDER, 85% PROTEIN","358.99","1.2","85","1"
"34992","MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 20% PROTEIN","377.63","47.2","22.3","10.2"
"34994","MUESLI, NO ADDED SUGAR","352.53","55.5","11.8","6.5"
"34995","SMOOTHIE, FRUIT/BERRY, QUARK AND MILK","59.51","8.4","4.4","0.3"
"34996","MEAL REPLACEMENT, SOY PROTEIN POWDER, C. 80% PROTEIN","355.4","1.4","82.7","0.5"
"34997","MEAL REPLACEMENT, WHEY PROTEIN POWDER, C. 90% PROTEIN","408.46","4","90","3"
"34998","PROFEEL PROTEIN DRINK, SUGAR-FREE, VALIO, 1 UG VITAMIN D","57.84","3.6","8.1","1"
"34999","SPORT BEVERAGE, RECOVERY DRINK, GAINOMAX","105.16","16.7","7.9","0.5"
"35000","SPORT BEVERAGE, PROTEIN DRINK, PROTEIN SHAKE, FAST","63.1","4.6","10","0.3"
"35001","BUTTER LACTOSE-FREE, LOW SODIUM","727.06","0.8","1.2","81.3"
"35002","SPORT BEVERAGE, PROTEIN DRINK, PROTEIN SMOOTHIE, FAST","43.5","1.7","7.6","0.6"
"35003","MEAL REPLACEMENT, WHEY PROTEIN POWDER, PROFEEL, 44% PROTEIN","384.8","45","44","2.6"
"35004","SPORT BEVERAGE, PROTEIN DRINK, 1,6% FAT","83.17","8.6","8","1.6"
"35005","SNACK BAR, DATE BAR WITH NUTS, BARE BAR","393.16","41.7","9.4","17.9"
"35006","MARGARINE 70%, FLUID","619.02","0","0","70"
